! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
S(214)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(218)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(210)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(206)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(202)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(198)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(8012)             2     489.117     7.924     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=635.22 K, Pc=18.55 bar (from Joback method)
S(180)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(154)              2     538.883     7.722     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=699.85 K, Pc=22.08 bar (from Joback method)
S(181)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(276)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(227)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(131)              2     676.120    10.185     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=878.08 K, Pc=12.07 bar (from Joback method)
S(173)              2     621.341     9.849     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=806.94 K, Pc=12.27 bar (from Joback method)
S(223)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(127)              2     667.689    10.084     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=867.13 K, Pc=12.29 bar (from Joback method)
S(219)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(123)              2     659.496     9.984     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=856.49 K, Pc=12.5 bar (from Joback method)
S(211)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(128)              2     667.689    10.084     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=867.13 K, Pc=12.29 bar (from Joback method)
S(215)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(124)              2     659.496     9.984     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=856.49 K, Pc=12.5 bar (from Joback method)
S(207)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(203)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
H2(1273)            1      59.700     2.833     0.000     0.000     0.000    ! PrimaryTransportLibrary
S(199)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(122)              2     659.496     9.984     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=856.49 K, Pc=12.5 bar (from Joback method)
S(179)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(195)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(232)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(191)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(114)              2     643.790     9.787     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=836.09 K, Pc=12.96 bar (from Joback method)
S(233)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(126)              2     669.298    10.233     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=869.22 K, Pc=11.78 bar (from Joback method)
S(279)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(7531)             2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(7532)             2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
C18H31(90)          2     625.572     9.724     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=812.43 K, Pc=12.84 bar (from Joback method)
S(19596)            2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(234)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(182)              2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(16663)            2     459.379     6.434     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=596.60 K, Pc=32.54 bar (from Joback method)
S(336)              2    1016.422    15.442     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=1320.03 K, Pc=5.208 bar (from Joback method)
S(16820)            2     585.440     8.887     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=760.31 K, Pc=15.73 bar (from Joback method)
S(7533)             2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
S(17891)            2    1016.422    15.442     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=1320.03 K, Pc=5.208 bar (from Joback method)
S(16715)            2     475.444     6.743     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=617.46 K, Pc=29.25 bar (from Joback method)
S(16790)            2     553.941     8.276     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=719.40 K, Pc=18.44 bar (from Joback method)
S(16760)            2     522.688     7.665     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=678.82 K, Pc=21.9 bar (from Joback method)
S(337)              2    1016.422    15.442     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=1320.03 K, Pc=5.208 bar (from Joback method)
S(17892)            2    1016.422    15.442     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=1320.03 K, Pc=5.208 bar (from Joback method)
S(16745)            2     507.040     7.359     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=658.49 K, Pc=24.01 bar (from Joback method)
S(16775)            2     538.306     7.971     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=699.10 K, Pc=20.05 bar (from Joback method)
S(17895)            2    1016.422    15.442     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=1320.03 K, Pc=5.208 bar (from Joback method)
